MC			CLA			CLS			buff_size		 CLR(s) 	
0.000000		2.000000		999999.000000		0.000000		[999999.0]
2.000000		4.308960		8.000000		1.000000		[999999.0]
4.308960		5.932622		8.000000		2.000000		[999999.0]
5.932622		7.554719		8.000000		2.000000		[7.8785539402357365]
7.554719		11.757177		8.000000		2.000000		[7.8785539402357365, 10.824195390704318]
7.878554		11.757177		8.000000		2.000000		[10.824195390704318, 9.967160393992218]
8.000000		11.757177		14.000000		1.000000		[10.824195390704318, 9.967160393992218]
9.967160		11.757177		14.000000		2.000000		[10.824195390704318]
10.824195		11.757177		14.000000		2.000000		[12.667686913237672]
11.757177		13.735282		14.000000		2.000000		[12.667686913237672, 17.03853096293249]
12.667687		13.735282		14.000000		2.000000		[17.03853096293249, 14.619978000880444]
13.735282		16.240509		14.000000		2.000000		[17.03853096293249, 14.619978000880444, 18.396191340513756]
14.000000		16.240509		20.000000		1.000000		[17.03853096293249, 14.619978000880444, 18.396191340513756]
14.619978		16.240509		20.000000		2.000000		[17.03853096293249, 18.396191340513756]
16.240509		17.856281		20.000000		2.000000		[17.03853096293249, 18.396191340513756, 19.07528905346596]
17.038531		17.856281		20.000000		2.000000		[18.396191340513756, 19.07528905346596, 19.4066411274395]
17.856281		22.473291		20.000000		2.000000		[18.396191340513756, 19.07528905346596, 19.4066411274395, 20.390410051213912]
18.396191		22.473291		20.000000		2.000000		[19.07528905346596, 19.4066411274395, 20.390410051213912, 20.72876776397427]
19.075289		22.473291		20.000000		2.000000		[19.4066411274395, 20.390410051213912, 20.72876776397427, 21.028106204639286]
19.406641		22.473291		20.000000		2.000000		[20.390410051213912, 20.72876776397427, 21.028106204639286, 22.67385919227369]
20.000000		22.473291		26.000000		1.000000		[20.390410051213912, 20.72876776397427, 21.028106204639286, 22.67385919227369]
20.390410		22.473291		26.000000		2.000000		[20.72876776397427, 21.028106204639286, 22.67385919227369]
20.728768		22.473291		26.000000		2.000000		[21.028106204639286, 22.67385919227369, 24.396630496690907]
21.028106		22.473291		26.000000		2.000000		[22.67385919227369, 24.396630496690907, 22.85661027719724]
22.473291		24.566196		26.000000		2.000000		[22.67385919227369, 24.396630496690907, 22.85661027719724, 25.72337538661895]
22.673859		24.566196		26.000000		2.000000		[24.396630496690907, 22.85661027719724, 25.72337538661895, 24.961727440980187]
22.856610		24.566196		26.000000		2.000000		[24.396630496690907, 25.72337538661895, 24.961727440980187, 26.04423375485855]
24.396630		24.566196		26.000000		2.000000		[25.72337538661895, 24.961727440980187, 26.04423375485855, 26.36350544307527]
24.566196		26.401711		26.000000		2.000000		[25.72337538661895, 24.961727440980187, 26.04423375485855, 26.36350544307527, 26.73047641763725]
24.961727		26.401711		26.000000		2.000000		[25.72337538661895, 26.04423375485855, 26.36350544307527, 26.73047641763725, 28.84318713601455]
25.723375		26.401711		26.000000		2.000000		[26.04423375485855, 26.36350544307527, 26.73047641763725, 28.84318713601455, 29.74470628038062]
26.000000		26.401711		32.000000		1.000000		[26.04423375485855, 26.36350544307527, 26.73047641763725, 28.84318713601455, 29.74470628038062]
26.044234		26.401711		32.000000		2.000000		[26.36350544307527, 26.73047641763725, 28.84318713601455, 29.74470628038062]
26.363505		26.401711		32.000000		2.000000		[26.73047641763725, 28.84318713601455, 29.74470628038062, 31.57369619433299]
26.401711		29.332304		32.000000		2.000000		[26.73047641763725, 28.84318713601455, 29.74470628038062, 31.57369619433299, 28.263181758971363]
26.730476		29.332304		32.000000		2.000000		[28.84318713601455, 29.74470628038062, 31.57369619433299, 28.263181758971363, 29.11209112226886]
28.263182		29.332304		32.000000		2.000000		[28.84318713601455, 29.74470628038062, 31.57369619433299, 29.11209112226886, 31.53657031814216]
28.843187		29.332304		32.000000		2.000000		[29.74470628038062, 31.57369619433299, 29.11209112226886, 31.53657031814216, 32.580798926229974]
29.112091		29.332304		32.000000		2.000000		[29.74470628038062, 31.57369619433299, 31.53657031814216, 32.580798926229974, 33.887116461191134]
29.332304		33.790334		32.000000		2.000000		[29.74470628038062, 31.57369619433299, 31.53657031814216, 32.580798926229974, 33.887116461191134, 33.157185498255025]
29.744706		33.790334		32.000000		2.000000		[31.57369619433299, 31.53657031814216, 32.580798926229974, 33.887116461191134, 33.157185498255025, 32.31232042561188]
31.536570		33.790334		32.000000		2.000000		[31.57369619433299, 32.580798926229974, 33.887116461191134, 33.157185498255025, 32.31232042561188, 34.087717771257296]
31.573696		33.790334		32.000000		2.000000		[32.580798926229974, 33.887116461191134, 33.157185498255025, 32.31232042561188, 34.087717771257296, 34.73936979745606]
32.000000		33.790334		38.000000		1.000000		[32.580798926229974, 33.887116461191134, 33.157185498255025, 32.31232042561188, 34.087717771257296, 34.73936979745606]
32.312320		33.790334		38.000000		2.000000		[32.580798926229974, 33.887116461191134, 33.157185498255025, 34.087717771257296, 34.73936979745606]
32.580799		33.790334		38.000000		2.000000		[33.887116461191134, 33.157185498255025, 34.087717771257296, 34.73936979745606, 34.60911349032051]
33.157185		33.790334		38.000000		2.000000		[33.887116461191134, 34.087717771257296, 34.73936979745606, 34.60911349032051, 35.20781204568284]
33.790334		35.721925		38.000000		2.000000		[33.887116461191134, 34.087717771257296, 34.73936979745606, 34.60911349032051, 35.20781204568284, 36.645454254774215]
33.887116		35.721925		38.000000		2.000000		[34.087717771257296, 34.73936979745606, 34.60911349032051, 35.20781204568284, 36.645454254774215, 35.80171367134619]
34.087718		35.721925		38.000000		2.000000		[34.73936979745606, 34.60911349032051, 35.20781204568284, 36.645454254774215, 35.80171367134619, 36.74085872478151]
34.609113		35.721925		38.000000		2.000000		[34.73936979745606, 35.20781204568284, 36.645454254774215, 35.80171367134619, 36.74085872478151, 38.1800365032079]
34.739370		35.721925		38.000000		2.000000		[35.20781204568284, 36.645454254774215, 35.80171367134619, 36.74085872478151, 38.1800365032079, 38.38720881771483]
35.207812		35.721925		38.000000		2.000000		[36.645454254774215, 35.80171367134619, 36.74085872478151, 38.1800365032079, 38.38720881771483, 38.74632218878915]
35.721925		39.661138		38.000000		2.000000		[36.645454254774215, 35.80171367134619, 36.74085872478151, 38.1800365032079, 38.38720881771483, 38.74632218878915, 38.08743054535168]
35.801714		39.661138		38.000000		2.000000		[36.645454254774215, 36.74085872478151, 38.1800365032079, 38.38720881771483, 38.74632218878915, 38.08743054535168, 39.4182860531787]
36.645454		39.661138		38.000000		2.000000		[36.74085872478151, 38.1800365032079, 38.38720881771483, 38.74632218878915, 38.08743054535168, 39.4182860531787, 38.8929304575829]
36.740859		39.661138		38.000000		2.000000		[38.1800365032079, 38.38720881771483, 38.74632218878915, 38.08743054535168, 39.4182860531787, 38.8929304575829, 39.17132988078747]
38.000000		39.661138		44.000000		1.000000		[38.1800365032079, 38.38720881771483, 38.74632218878915, 38.08743054535168, 39.4182860531787, 38.8929304575829, 39.17132988078747]
38.087431		39.661138		44.000000		2.000000		[38.1800365032079, 38.38720881771483, 38.74632218878915, 39.4182860531787, 38.8929304575829, 39.17132988078747]
38.180037		39.661138		44.000000		2.000000		[38.38720881771483, 38.74632218878915, 39.4182860531787, 38.8929304575829, 39.17132988078747, 43.52480287701561]
38.387209		39.661138		44.000000		2.000000		[38.74632218878915, 39.4182860531787, 38.8929304575829, 39.17132988078747, 43.52480287701561, 40.76469838146096]
38.746322		39.661138		44.000000		2.000000		[39.4182860531787, 38.8929304575829, 39.17132988078747, 43.52480287701561, 40.76469838146096, 41.05322041095577]
38.892930		39.661138		44.000000		2.000000		[39.4182860531787, 39.17132988078747, 43.52480287701561, 40.76469838146096, 41.05322041095577, 41.40139846598939]
39.171330		39.661138		44.000000		2.000000		[39.4182860531787, 43.52480287701561, 40.76469838146096, 41.05322041095577, 41.40139846598939, 41.06258393272523]
39.418286		39.661138		44.000000		2.000000		[43.52480287701561, 40.76469838146096, 41.05322041095577, 41.40139846598939, 41.06258393272523, 44.4050495877778]
39.661138		42.200540		44.000000		2.000000		[43.52480287701561, 40.76469838146096, 41.05322041095577, 41.40139846598939, 41.06258393272523, 44.4050495877778, 42.22817189609035]
40.764698		42.200540		44.000000		2.000000		[43.52480287701561, 41.05322041095577, 41.40139846598939, 41.06258393272523, 44.4050495877778, 42.22817189609035, 42.77935480949822]
41.053220		42.200540		44.000000		2.000000		[43.52480287701561, 41.40139846598939, 41.06258393272523, 44.4050495877778, 42.22817189609035, 42.77935480949822, 43.95537599435086]
41.062584		42.200540		44.000000		2.000000		[43.52480287701561, 41.40139846598939, 44.4050495877778, 42.22817189609035, 42.77935480949822, 43.95537599435086, 43.267883568260395]
41.401398		42.200540		44.000000		2.000000		[43.52480287701561, 44.4050495877778, 42.22817189609035, 42.77935480949822, 43.95537599435086, 43.267883568260395, 43.504413732835566]
42.200540		44.442049		44.000000		2.000000		[43.52480287701561, 44.4050495877778, 42.22817189609035, 42.77935480949822, 43.95537599435086, 43.267883568260395, 43.504413732835566, 44.34178347265853]
42.228172		44.442049		44.000000		2.000000		[43.52480287701561, 44.4050495877778, 42.77935480949822, 43.95537599435086, 43.267883568260395, 43.504413732835566, 44.34178347265853, 50.96247148281012]
42.779355		44.442049		44.000000		2.000000		[43.52480287701561, 44.4050495877778, 43.95537599435086, 43.267883568260395, 43.504413732835566, 44.34178347265853, 50.96247148281012, 44.62278237166309]
43.267884		44.442049		44.000000		2.000000		[43.52480287701561, 44.4050495877778, 43.95537599435086, 43.504413732835566, 44.34178347265853, 50.96247148281012, 44.62278237166309, 46.08097700140642]
43.504414		44.442049		44.000000		2.000000		[43.52480287701561, 44.4050495877778, 43.95537599435086, 44.34178347265853, 50.96247148281012, 44.62278237166309, 46.08097700140642, 45.75869070841098]
43.524803		44.442049		44.000000		2.000000		[44.4050495877778, 43.95537599435086, 44.34178347265853, 50.96247148281012, 44.62278237166309, 46.08097700140642, 45.75869070841098, 47.04261835792329]
